Composite.Element.REF	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
PEA15|PEA15	1.8346	1.2816	-0.2187	1.4427	-0.1141	0.8567	1.4881	-2.6377	-0.4517	-1.5283	-1.4224	-0.3237	0.2028	0.102	1.073	0.3875	-1.4447	1.6172	-1.4431	0.8912	-1.2308	-1.7841	-0.9782	1.0037	-0.2783	-0.8489	2.1438	0.2157	0.5632	1.1001	-0.0838	1.2774	1.0837	-0.9107	0.4397	-1.1081	-0.3258	-0.1571	0.1521	0.1244	-0.0902	-0.3122	0.953	0.3776	0.8186	-0.2153	0.1407	0.5291	1.3276	0.7996	-0.6138	1.0482	1.9676	1.704	-0.3042	0.8102	1.1487	0.6245	1.1318	-0.3701	-1.5699
PEA15|PEA15_pS116	0.8218	0.3705	-0.4075	0.0961	-0.3392	0.2899	1.5102	-0.8214	-0.7388	2.6492	1.4434	1.7793	2.021	-0.3756	0.3383	0.6593	-0.8934	1.2431	-0.9556	0.425	-0.3391	-0.2731	-0.5717	-0.3352	0.062	-0.7261	-0.2141	-0.2988	-0.4977	0.1748	-0.5952	-0.2479	0.0563	-0.9436	1.1563	-0.4176	0.2322	-1.3382	-0.4578	-0.4576	-0.6483	1.4249	-0.1596	0.1007	-0.0244	-0.5837	-1.0996	-0.7381	-0.4612	0.3531	-0.8615	-0.0034	1.1352	0.5614	-0.6764	-0.4765	1.3401	-0.4201	0.0874	-0.5944	-1.044
PIK3CA |PI3K-p110-alpha	0.2576	0.3047	-0.5077	1.8004	-0.3472	1.8563	1.064	1.5076	-0.54	-1.9531	-1.7345	-2.1529	-1.2282	1.3506	-2.7197	-0.0928	0.1841	0.4516	0.0649	0.44	-0.4795	-1.6235	-0.2162	2.6184	-0.8496	-0.3808	-0.0555	0.5738	0.3494	0.735	0.3923	-0.1444	1.4402	0.8563	-0.7294	-1.1704	-0.3036	-0.8123	-0.4665	0.0645	-0.6796	-0.0335	0.2047	-0.5576	-0.0737	2.1513	-0.0493	0.5799	1.1662	1.5278	0.9483	1.0472	-0.694	0.9215	0.5635	1.5058	0.2941	0.4393	0.7143	0.5838	-0.7044
PIK3R1/2|PI3K-p85	1.5908	1.2614	-0.4552	0.3828	0.2456	0.7314	1.1093	1.7799	-0.2593	-0.1458	-2.2824	-0.2228	-0.4037	0.392	1.0156	-1.271	0.0713	-0.0478	0.5236	-0.5405	-0.3888	-1.6253	-0.6914	0.7589	-0.5776	-1.6468	0.8073	-0.9936	0.624	0.0435	-0.0562	0.2757	0.5181	1.2849	-0.6768	0.6148	-0.0101	-1.3044	0.7139	0.4653	-0.9309	-0.4637	-0.1568	0.5127	-0.4497	1.5992	-0.276	0.3789	1.2357	0.611	0.3953	2.0979	-0.676	0.9097	-0.5565	0.899	-0.1256	-0.3568	-0.458	-1.075	0.7913
PRKCA |PKC-alpha	0.0436	0.4734	0.1969	1.0733	2.4138	-0.3682	0.1116	-1.4114	-0.9746	1.1544	-1.0872	0.0398	-0.4367	0.5931	0.5035	0.7022	-0.139	0.4295	0.0492	0.4575	-0.0056	-0.7004	0.1354	-0.1378	0.0472	-0.7652	1.513	-0.0509	0.1125	-0.4179	-0.9172	0.5811	0.32	1.049	0.7199	-0.6701	-0.1262	-1.1988	1.7185	0.2288	-0.1557	0.225	1.6383	-0.3979	-0.0333	-2.2392	-0.958	0.5333	1.4112	1.1257	-0.9009	-0.6132	-0.3811	0.9409	0.833	-0.1884	0.659	0.8368	0.3411	0.0684	-1.0275
PRKCA |PKC-alpha_pS657	0.4566	0.48	0.0131	0.9143	1.9775	0.0166	-0.2452	-1.2848	-0.6737	0.7597	-2.0887	-0.3881	-0.9385	0.9721	-1.2795	0.5705	-0.188	0.5242	-0.0102	0.3711	0.1348	-1.0379	-0.1712	-0.2775	-0.2045	-0.9124	1.9303	0.0056	0.291	-0.3722	-0.5251	0.8227	0.4396	1.0587	0.9222	-0.3079	-0.5165	-0.7852	1.091	-0.1441	0.247	0.5975	1.2919	-0.0864	-0.0339	-1.7767	-0.854	0.7437	1.1641	0.6986	-0.6761	-0.3235	-0.3034	0.9175	0.8367	-0.1818	1.0588	0.664	0.6973	0.5263	-1.5136
PRKCD|PKC-delta_pS664	0.492	0.3679	-0.0237	0.0547	2.6681	-0.7875	-0.5189	-1.9162	-0.9284	1.3147	0.0871	0.2343	-1.4144	0.0415	0.9384	0.6288	-0.3593	1.6656	0.0492	-0.1712	0.6588	-0.9759	0.6529	-0.2307	-0.3659	-0.7381	0.8343	-0.2387	0.4225	-0.0832	-0.8153	0.4508	-0.1123	0.3157	0.6385	-0.8544	-1.0254	-1.3168	1.1314	-0.1038	-0.4925	0.3591	1.9298	-0.4769	0.1598	-1.5215	-1.1945	0.7942	1.8313	0.5577	-1.3123	-0.5047	-0.7199	1.061	0.9314	-0.853	0.8499	1.2236	0.3418	0.9374	-0.4807
PKC|PKC-pan_BetaII_pS660	-0.3967	0.5799	0.1496	-0.2048	1.9039	-0.9733	-0.607	-1.7543	-1.1163	0.5251	-2.3142	0.7894	-1.2289	0.0946	0.2489	0.4878	1.0523	-0.1218	0.9748	-0.1687	1.1572	0.1124	0.8689	-0.6332	-0.3351	-0.6191	1.2254	-0.7176	0.8317	-0.9745	-1.6074	0.1997	0.0738	0.7096	0.8394	-0.576	-0.9335	-0.9679	0.721	0.1452	-0.2082	0.6985	1.1339	-0.1631	0.0841	-1.2124	-0.7403	0.1568	0.6415	0.3919	-1.1111	-1.4238	-0.8237	0.3769	0.0063	-0.7887	0.9025	0.3971	0.4919	0.214	-1.334
PGR|PR	2.549	-1.1733	-0.6632	1.5857	-1.7045	0.8026	0.775	-0.0047	-1.0067	0.6259	1.4132	-0.3648	0.3811	0.3379	0.133	1.6537	1.8164	0.2428	-1.0964	-0.2018	0.0255	-0.7242	1.7716	1.1295	1.4004	0.7874	0.9724	0.9846	0.1146	-2.3007	0.2688	0.6845	-0.9097	-0.375	0.9056	-0.7295	1.0622	1.3511	-0.6406	-0.091	0.0986	-0.376	-0.0602	0.3304	-0.208	0.5334	0.8624	0.7488	-0.5726	-1.4243	-0.7891	0.4144	-0.6734	0.8068	1.5175	0.3846	-0.1592	-0.3706	-0.6649	0.4264	-0.5983
AKT1S1|PRAS40_pT246	1.2791	-0.5584	0.5484	-1.9508	-0.7232	-1.239	0.3179	-0.5627	1.5875	1.6667	-0.5204	0.2701	0.702	-0.9184	-0.3013	0.5266	-1.6944	1.7154	-0.5893	-0.0342	2.0547	1.5065	-1.2283	0.4871	1.917	0.3789	-0.8191	-0.3013	-0.7221	0.9855	0.2624	-0.6523	0.8849	-0.2785	-0.2125	-1.1195	-0.5417	-0.4134	0.5888	0.2677	0.7824	0.7422	0.6207	-0.8138	0.8675	-1.0483	-0.3158	0.3834	1.6547	0.1819	0.4771	1.108	0.4122	-0.6746	-1.2796	-0.6363	0.9213	0.6475	0.428	-0.0555	0.1556
PRDX1|PRDX1	1.0367	0.1073	0.1444	0.8701	-0.3038	0.9626	-0.0414	-1.1786	1.2786	2.0942	1.1261	0.1839	-1.631	-0.8395	-0.2362	-0.0259	-0.3995	2.1058	-1.3386	-0.4415	-0.7167	-1.6909	-0.2768	-1.2088	-0.2803	0.6616	0.3078	0.3409	0.5519	-0.1258	0.3015	1.391	-0.0411	-0.838	0.2208	-0.8771	0.2132	-0.2367	-0.5036	-1.1761	0.111	-0.0682	-0.1392	-0.4644	0.3423	-0.2764	-0.1969	1.7901	0.2558	1.4863	-1.7944	0.6602	0.2696	1.6013	-0.1968	-0.5151	-0.0687	-0.5049	-1.3979	0	-0.0493
PREX1|PREX1	0.7031	-0.523	0.2083	0.3065	-0.2798	0.9294	-2.7981	-1.4745	0.1074	1.2406	0.927	0.7854	0.9438	-0.7492	-0.5525	1.6281	-1.2449	2.5612	-0.9845	0.6948	0.9864	-0.5861	1.1641	1.0387	-0.1253	-0.3961	-1.1328	0.5682	-0.6195	0.7867	-0.044	0.8957	1.0992	-0.7326	0.8242	-0.1451	-0.6747	-0.523	1.1243	-0.2136	0.3098	0.5889	0.9029	-1.0278	-0.0804	0.2771	-0.2225	-0.2755	1.0281	0.8794	1.2507	0.0605	1.7951	0.2806	0.463	0.6131	1.1275	0.9762	1.7932	0.6072	0.3312
PTEN|PTEN	-1.1195	-0.0172	-0.7089	-0.1437	0.4092	-0.7752	-0.5611	-1.3019	-1.0762	0.0637	-1.3724	-0.0093	-0.8667	-0.6469	1.9973	0.325	1.7125	0.0409	0.6479	-0.5989	0.3373	-0.5259	0.6779	-0.9904	-0.3415	-0.4973	1.2313	-0.8269	1.3334	-0.4644	-0.9733	0.4246	-0.1948	0.3223	0.4473	-0.6963	0.4072	-0.4053	0.3143	0.2074	-0.5811	0.1101	-0.1841	0.7784	0.1656	-0.9782	0.1362	-0.3851	-0.1841	0.4346	-0.5887	-0.7528	-0.9611	0.5978	-0.1868	-0.6628	-0.2337	-0.6118	0.2725	-0.2649	-3.2069
PXN|Paxillin	-0.7578	-0.498	-0.7867	0.4082	-1.2286	-1.4556	0.2794	-1.1909	-0.2564	1.3114	1.6266	-0.3186	2.3523	-0.6017	-1.1806	0.0497	-1.0974	0.3751	-0.1307	-0.2103	0.5971	0.3588	-0.0203	0.0126	0.237	-0.1904	1.1239	-1.1836	-1.0326	-0.7575	-1.0744	-0.2132	1.1933	0.7733	-0.4897	0.0712	0.1532	-0.5214	0.5652	0.1882	-1.2781	-0.5275	-0.5102	0.4444	-0.2633	2.2665	-0.1895	0.6381	0.545	0.3004	-0.7531	0.3239	0.1995	-0.9985	-0.7456	0.925	0.9994	-0.8499	1.1961	-0.9789	0.7463
RBM15|RBM15	-1.4377	-0.2116	1.6577	-2.0985	0.4864	-0.1763	0.2707	-0.3286	0.6272	1.283	0.0779	1.0233	2.2249	0.3123	-2.3069	-0.946	-0.9832	-1.1564	0.2318	0.3077	-0.0108	3.2699	-0.3619	-0.7111	0.0467	0.3927	1.4496	-1.105	-0.5622	0.2525	1.053	0.7426	0.0644	1.7719	-0.7421	-0.6741	-1.082	-0.4929	0.2272	0.3858	-0.0301	-0.0224	-0.606	-0.1699	0.2195	-1.6489	-0.2215	-0.2942	-0.2755	-0.302	2.0756	0.0438	0.5067	0.0373	0.4485	-0.2503	0.5749	-0.3141	0.2923	-0.0941	0.9776
RAB11A RAB11B|Rab11	0.0202	-0.5615	-0.7833	0.0411	-0.0387	0.811	0.2491	1.4386	-0.371	-0.7152	0.2103	-1.0299	-1.1121	0.4566	0.0121	0.4073	0.2674	-0.127	-0.5105	0.4636	-0.319	-1.5493	0.498	0.2574	0.2413	1.1329	-0.3162	1.4084	-0.1519	0.258	0.9241	-0.2102	0.058	-0.4413	-0.0814	0.2822	0.3164	-0.5278	-0.372	-0.9342	-0.5777	2.6276	-0.1934	0.4136	-1.4231	1.8487	-0.413	-0.9571	-0.2181	-0.8565	-0.5363	0.7977	1.0001	0.039	0.9719	0.9919	1.8889	-0.7495	-0.6227	-0.23	-1.4923
RAB25|Rab25	0.1913	0.2245	-0.0557	0.6529	-0.221	1.3455	1.0276	0.8508	0.0284	-0.0958	-1.2575	-1.1581	-1.3223	0.5727	-0.6069	0.2467	0.5218	-0.6287	-0.1796	0.3241	0.0078	-0.8898	0.9893	0.2856	1.7327	0.5803	-0.1713	1.5316	-0.1868	0.1485	0.8193	-0.1238	-0.0304	-0.585	0.6341	-0.787	0.3782	1.5312	-0.2366	0.3812	0.8974	-0.0495	0.8595	-0.807	0.2238	0.7146	0.2607	0.0557	0.5277	-0.0346	-0.6077	1.3501	-0.0186	0.1756	1.86	0.0074	-0.4093	0.9029	-0.3665	0.6651	-0.6234
RAD50|Rad50	-0.611	0.0461	0.6559	-0.5309	0.0669	0.7132	-0.109	0.7665	0.7873	2.263	1.5759	-0.2895	2.1225	1.1273	-1.7559	0.1271	-1.6671	-0.4503	-0.0501	1.0015	-0.0667	2.5155	-0.0012	0.7432	0.2218	0.203	0.9145	0.1029	-0.9392	0.7799	1.2074	-0.0322	-0.5071	2.7753	-0.5839	-0.987	-1.2113	0.1908	-0.5451	-0.0366	0.1745	-0.233	-0.2881	-0.2321	-0.1767	-0.0026	-0.1318	-0.2295	-0.335	-0.7279	0.3977	-0.6256	0.2595	-0.4249	0.7065	-0.4641	-0.1622	0.1353	-0.263	-0.1143	2.4856
RAD51|Rad51	-0.2438	-0.8315	0.0783	-0.0118	-0.2156	-0.1478	-1.1567	-0.8482	-1.6328	2.7993	2.2213	0.7011	2.1652	-0.8218	0.1386	1.3921	-0.7489	0.277	0.029	0.3251	0.2478	-0.3237	0.2073	-0.4045	-0.4237	-0.2282	-0.9924	0.3078	-0.838	-0.666	-0.5797	-0.4612	-0.9107	-0.6622	1.1025	0.4507	-0.3845	1.1433	-1.2401	-0.1106	0.7725	-0.3944	0.1851	-0.9397	0.1427	0.0219	0.4546	0.0936	-0.2054	-0.8318	-1.6318	-1.0474	-1.5148	-0.1439	-0.679	0.2517	-0.3968	0.5797	-0.018	0.4911	-0.0497
RPTOR|Raptor	0.8112	0.2034	0.6528	-0.1804	0.5577	0.3436	0.4572	-1.6761	-1.1038	-0.0255	-0.5377	-0.8804	1.0422	-0.4134	0.7707	0.4437	0.8204	0.1002	-0.0614	-0.6033	-0.0903	2.4599	0.2081	-1.2908	-0.0714	0.0094	3.6273	-0.6658	-0.1722	0.4228	1.7468	0.6985	-0.7538	1.5628	-0.3344	0.5537	0.7187	-1.6109	0.5892	-0.2521	-0.7221	0.4299	-0.4878	0.9257	0.1873	1.0132	-0.5741	-1.1865	0.4713	0.5986	-0.2961	-0.0635	-0.78	0.8655	-0.5783	0.0317	0.3578	-0.9057	-0.012	-0.322	0.0317
RB1|Rb_pS807_S811	-2.1324	0.4447	0.9044	-1.6108	0.5195	-1.5636	-1.3429	-2.1068	0.4148	-0.6042	-0.893	0.6598	-0.3593	-0.4945	3.2782	-0.2055	-1.329	-1.0641	0.445	-0.176	0.0992	1.0379	0.2737	0.9081	-1.088	0.1162	-1.1322	-0.7789	-0.7638	-0.8737	-0.929	0.6128	0.2289	0.4437	0.0609	-0.3408	-0.5238	-0.7946	0.0815	0.5205	-0.2715	0.4786	-0.629	-0.0046	0.0334	-1.716	-1.1702	-0.871	-0.4039	-0.126	2.0296	-1.3639	-1.1698	-1.1429	-1.2225	-2.0614	-0.0835	-0.627	0.6781	0.2261	-0.8516
RICTOR|Rictor	0.0862	-0.1545	0.8482	-0.9895	-0.201	-0.4663	1.0425	-0.4242	-1.0419	-0.1343	-1.866	-0.547	0.7013	1.8929	-1.0963	0.2883	-0.9295	-0.1814	-0.0273	0.0685	0.8467	2.2114	0.3653	-1.4854	1.7064	-0.366	1.9666	0.7274	-0.1879	1.5574	0.4945	0.7222	1.4915	0.4691	-0.5024	-2.4914	-0.1321	-0.2511	0.5732	1.1202	0.1611	-0.221	0.0468	0.8098	0.8037	-0.5733	-0.042	-0.3906	0.5657	0.1877	3.6591	-0.4228	-0.474	-1.4602	0.0376	-0.4644	0.0146	-0.2584	-0.0112	0.3493	-0.2427
RICTOR|Rictor_pT1135	0.4081	0.3075	0.452	0.1495	-0.5055	-0.9751	0.7587	1.975	0.0373	0.0748	0.1994	0.6253	0.7116	0.0667	-0.8649	0.053	-1.3761	-0.4858	0.1854	-0.4328	0.8208	0.9841	-1.1821	1.6756	0.4376	-0.2265	-0.7319	-0.5973	-0.2609	0.4168	-0.0266	-0.5952	0.9238	-0.6411	-0.1607	1.3895	0.4119	-1.2748	0.1929	-0.1339	-0.4883	0.658	0.4771	-0.2409	0.3924	1.0467	-0.4871	-0.1917	1.7151	0.7621	0.1097	0.2095	0.6748	-0.5424	-1.6211	1.9815	0.6976	-0.2792	1.2648	-0.3003	-0.8822
RPS6|S6	-1.1887	0.0981	0.5233	-0.2647	0.5858	0.8874	1.1604	-0.1242	0.7325	-0.616	0.5635	-0.7011	0.5106	1.0048	-2.1077	-0.1451	-0.0772	-0.287	0.9743	-0.9685	0.8814	1.2181	0.1877	-0.0959	-0.1114	0.3519	1.1901	0.5946	-0.6514	0.1513	0.7567	0.7653	-0.0273	2.1512	-0.1995	-1.7645	-0.0953	-0.1146	0.0945	1.4251	0.4328	-0.7257	0.1062	0.2235	0.6238	2.2542	-0.0108	-0.4537	-1.5082	0.3952	0.697	-0.1733	-0.5026	0.4283	0.6319	0.5274	-0.3202	0.0185	1.5616	0.017	1.1106
RPS6|S6_pS235_S236	0.0207	0.9904	0.4277	-0.9679	-0.6717	0.5654	0.4081	0.406	1.6522	-0.7603	0.728	1.9534	1.5224	-0.0662	-1.638	0.9796	-1.0174	0.2008	1.5251	-0.2117	1.9537	0.1534	-0.2562	0.9697	-0.0533	-0.6141	-1.6989	0.7066	0.4114	0.7904	-0.3398	-1.0471	-0.0356	0.0944	-0.2149	-0.82	-1.0377	0.5944	0.3381	0.7317	0.8323	-0.347	0.0364	-1.4554	0.1854	1.3744	-0.5014	0.1655	0.0355	-0.2166	0.4859	1.1043	0.2263	0.2276	0.7674	-1.3432	0.6561	0.616	2.4814	0.2541	1.7716
RPS6|S6_pS240_S244	0.7943	-0.5578	0.2117	-0.8581	-0.4011	0.4943	0.5478	0.7389	1.3767	-1.2147	1.4383	2.1651	1.2101	0.4109	-1.406	1.3678	-0.1959	0.006	1.0722	0.1676	2.4676	-0.4097	-0.2747	0.9458	-0.19	-0.0874	-0.8809	0.5858	0.3968	0.3092	-0.2719	-1.3454	-0.5635	0.1329	-0.0918	-1.8708	-0.6539	0.5881	0.0667	0.5191	0.615	-0.288	-0.0057	-1.4401	0.0364	1.4064	-0.2195	0.1735	-0.0966	-0.4999	0.0654	1.057	-0.1223	0.423	1.0571	-2.1331	0.6223	0.5636	1.9311	0.1399	0.3412
SCD1|SCD1	-1.0538	0.0967	-0.6175	1.7383	-0.102	1.9326	0.2843	0.3263	0.4301	-0.8296	-1.1156	-1.1802	-1.1134	0.476	0.1428	1.1915	0.9286	-0.4791	-0.1367	0.3388	0.5512	-1.0926	1.0407	0.3214	0.9701	0.3497	0.1724	1.4288	-0.2488	0.104	1.2227	0.3025	-0.3517	-0.7355	1.3674	0.162	0.3235	1.3113	-0.0798	0.1263	0.8667	0.3749	0.1025	0.244	-0.3467	0.3717	0.7796	0.3013	0.1856	-0.5884	-0.9042	1.4468	-1.3537	0.6608	1.1923	-1.4208	-0.1964	0.8463	-1.1546	0.7773	-0.9851
SFRS1|SF2	-2.7823	1.0154	1.1966	-0.2964	1.2393	0.5987	-0.0471	-0.7616	1.0277	1.4873	0.2831	0.7075	1.221	0.526	0.869	-0.7747	-0.9048	-0.1247	-0.5574	0.596	-0.1697	2.0368	-0.7612	0.0328	0.0393	0.1942	2.2386	-0.2375	0.0947	0.4769	1.6531	1.5452	0.4189	2.4418	-0.0933	-0.8436	0.0863	0.9785	-0.0234	-0.3269	0.4696	0.0915	0.1021	-0.2112	-0.0055	-0.7276	-0.003	0.6875	-0.8492	-0.3051	1.9201	0.4758	1.6405	0.5841	1.0752	-0.828	0.2384	0.8535	-0.8162	0.1375	1.1812
STAT3|STAT3_pY705	1.7868	0.0566	1.4647	0.5979	-1.4042	1.5904	-0.3081	1.2613	-0.0331	-1.3652	0.6925	2.1559	0.7824	2.2135	-1.8001	-0.5921	-1.7867	-0.2807	-0.316	2.1912	-0.7183	1.0084	-0.475	0.2667	-1.1121	-0.5814	-1.3169	0.6942	-1.0783	1.5005	2.1375	-0.134	0.0803	0.0588	-0.9045	-0.6136	-0.6884	0.0559	-0.2489	0.8396	-0.1206	-0.2605	-0.3874	-0.688	-0.5282	1.1674	0.0305	0.6438	-0.1542	-0.0913	0.9212	-0.0309	0.9362	-0.9209	-0.9952	0.3321	0.4808	0.6462	1.3405	0.1894	1.9524
STAT5A|STAT5-alpha	-0.563	0.0632	-0.6488	-1.1512	-0.3722	-1.3773	-1.0777	0.1281	1.1546	0.8804	-0.1228	-0.1361	-0.9492	-0.0139	-1.2499	-1.0575	0.6059	0.8788	0.3532	0.0202	0.0852	-0.0857	0.0492	-1.4242	-0.0029	-0.3264	2.0187	-0.5685	0.9793	1.4385	-1.3073	0.0083	0.3247	0.6338	-1.5176	-1.426	0.1441	-1.245	0.9901	0.2981	-0.301	-0.3223	0.2814	-0.5789	-0.0276	-1.089	-1.0058	-1.0945	0.5696	1.365	-0.2925	-1.7254	1.1367	-0.4955	-0.4041	-0.299	0.1881	-0.6652	0.9437	-0.3434	2.5607
SHC1|Shc_pY317	0.3126	-0.4721	-0.2702	0.4524	-0.1584	0.5971	2.8243	-0.39	0.5054	-1.0264	-0.5288	-1.4223	-1.2117	0.6227	-1.4618	0.2471	0.3643	-0.8155	-0.5654	0.2753	0.0567	-0.787	0.8842	0.0698	1.1423	0.7585	-0.2526	1.6233	-0.1237	-0.0902	0.2929	-0.4024	0.1739	-0.5261	0.4075	-1.6527	0.5381	1.0206	-0.2552	0.0424	0.7591	-0.192	0.346	-0.717	0.0456	-0.5139	0.6174	0.4967	-0.1492	-0.2192	-1.2214	1.3099	-0.5672	-0.0322	0.8262	0.0293	-0.0531	0.656	-0.6565	0.304	-0.8801
SMAD1|Smad1	0.8079	0.4609	-1.1332	0.7868	0.2207	-0.9281	0.8862	-1.0136	1.1766	0.5519	1.1013	-0.3383	1.1325	0.9826	-1.8319	0.2787	-2.1096	-0.8147	-0.1838	-1.0151	-0.2391	-1.0524	-1.1727	2.0953	0.3704	-0.6475	1.4866	-0.5337	-1.4011	1.085	1.1282	-0.5771	1.166	1.3056	-1.3392	0.526	-0.6472	-0.7702	-0.0791	-0.0287	-0.5186	-0.2254	-0.6399	0.0732	-0.265	-0.6752	-0.418	-0.0965	-0.67	-0.0923	1.4548	-0.1855	1.2257	0.0747	0.0681	0.2138	0.5447	-0.4062	0.6661	-0.5725	2.9332
SMAD3|Smad3	-0.1144	-0.3383	-0.2972	-1.0318	-0.8098	-1.0097	-1.2207	-0.5321	-1.1711	0.3965	1.3804	1.3012	0.3276	-0.4481	0.4945	-0.8059	0.3877	-1.0057	-0.527	-0.5951	-0.5404	0.3843	-0.2573	-0.4267	-2.1351	-0.1105	1.33	-1.5719	0.4866	-1.2198	-0.4931	0.2689	-0.8178	1.775	0.1769	0.061	0.5867	-1.4586	0.1556	0.2421	-0.8745	1.1114	-0.7919	0.0912	0.5682	-0.2492	-0.7277	-1.3573	-0.3534	0.4231	0.2251	-1.1279	-0.4673	-1.1143	-1.0158	0.1435	0.9661	-0.7392	0.4074	-0.7602	-0.2866
SMAD4|Smad4	0.4556	-0.4963	0.835	2.4187	-0.2305	1.8167	0.4376	0.1508	1.0368	-0.7439	-0.6886	-1.3577	-0.669	1.8225	-0.2282	-0.0693	-0.3695	-0.7896	-0.8301	0.9122	-0.882	0.0897	-0.2814	2.0077	-0.1091	0.3591	-0.5102	1.4	-0.5449	0.3906	1.2378	0.4361	0.9601	-0.6806	0.2022	4.8013	-0.535	1.776	-0.0301	0.3527	0.1966	-0.8278	-0.0797	-0.1572	-0.4223	-1.1135	0.8632	0.1375	0.2986	-0.9373	0.5699	0.8079	-0.1018	1.35	1.1635	-1.0228	-0.654	0.0956	-1.0803	0.5147	0.8343
SRC|Src	2.4941	0.849	0.1	-0.1624	0.9525	1.1796	1.8765	-0.696	2.6719	-0.5666	-0.4751	-1.7361	-0.6117	1.5474	-3.4942	-0.6701	-1.4586	-0.9588	-0.5171	0.5804	-0.5454	-0.7352	-0.2685	0.219	0.0729	-0.7894	0.9215	1.185	-0.7809	0.9997	2.3115	1.6338	0.7343	-0.0589	-0.4801	1.0675	-0.3422	-0.0111	0.3311	0.3005	-0.1219	0.0305	-0.4078	0.4526	-0.2908	0.4442	0.11	-0.3327	-0.4144	-0.6348	2.418	3.2111	1.8455	0.1527	1.4964	-0.163	0.2163	-0.3612	-0.2493	-0.1042	1.5887
SRC|Src_pY416	2.95	-0.7321	0.0788	0.6941	-0.1438	0.2223	3.3867	1.0335	-0.2744	-1.1967	3.4479	0.1721	0.5613	0.1366	1.5772	-0.4096	-1.2163	0.3449	-0.1544	2.4309	0.9635	-0.2101	-0.4313	-0.2145	0.0579	-0.5045	-1.4953	-0.4262	0.6626	1.4275	0.0926	-0.5984	-0.3153	-1.1145	-0.2803	0.1909	0.428	0.8343	-0.4417	-0.0307	0.671	-0.0792	0.6973	0.3149	-0.1372	0.4603	0.6115	0.8286	0.4384	-0.7299	-1.7872	-0.7092	0.3159	0.6527	-1.6985	-0.0646	0.3932	0.6409	-0.4807	0.6036	-0.2736
SRC|Src_pY527	1.0076	0.5668	0.64	0.2253	0.3214	0.2559	0.1602	-1.2858	-0.4586	-0.9865	-0.0484	0.924	-0.3201	-0.1702	1.1262	-0.906	-1.5774	-0.0593	0.045	0.3279	1.4538	-0.0301	-0.6234	-0.4991	-0.6888	-0.864	-2.1379	0.1616	0.7252	1.5221	0.5929	-0.0925	1.0433	-1.5552	-0.1179	0.5471	-0.4227	0.1823	-0.2902	0.3488	0.7289	0.4796	0.0201	-0.3786	0.6307	0.4	-0.0095	1.1752	0.7296	-1.069	-1.2128	0.7344	-0.7153	1.6758	-0.5971	-0.9206	0.8742	0.5165	-0.1439	0.7918	-1.1784
STMN1|Stathmin	-0.0835	-0.5496	-0.2492	0.3154	-0.771	0.0927	-1.5764	0.8264	-1.6098	-1.7265	0.0246	0.1215	-1.5162	-1.1015	4.6112	-0.2067	0.7359	-0.5927	0.1608	-0.4031	-0.5515	-0.0346	-0.4773	-0.2085	-0.6718	0.3445	-0.1601	-0.5458	0.1958	-0.7771	0.1262	-0.055	-0.6719	-2.0481	-0.1442	2.4595	0.7358	-0.1927	-0.4939	-0.636	-0.1256	-0.1554	-0.5058	0.4717	-0.6081	1.7922	0.4994	-0.0346	-0.0362	-0.9599	0.8691	-0.09	0.7042	0.044	-1.1299	2.1142	-0.1097	-0.7163	0.0097	-0.7153	-0.3365
SYK|Syk	0.929	1.1465	0.6236	-0.2851	-1.2522	0.6739	-1.4241	-0.0495	0.6377	1.3905	-0.1789	1.1682	0.3308	-0.909	-2.664	-0.6104	-1.7756	1.5057	0.8557	0.8808	1.298	-0.3084	-1.0757	-1.5152	0.0192	-0.288	1.427	-0.1561	-0.3847	0.9249	-0.2358	0.3968	1.2094	-0.8739	-1.8701	1.9713	-1.0585	-0.216	0.0816	-0.9722	0.3964	-0.3352	0.1951	-0.813	0.119	-0.2649	-0.3689	-0.185	1.1133	0.4791	0.0441	-0.4692	1.7805	0.5463	-0.2992	1.2056	0.6765	-0.8507	1.3516	-0.5269	0.68
